address,images,text,type,date,compensation,link
"
        ,
$20 per muffin pan.  If you buy both, I'll throw in a new Pyrex glass pie dish.,
,
Made in USA and owned by The Bundy Family Company that supplies bakeware to commercial bakeries.  TheSweetHome voted USA Pans as making the best cake pans because they brown evenly and ridge design allows for easy release.,
,
Please note that I can only meet up in NYC (Eastside/Downtown Manhattan, Downtown/Greenpoint, Brooklyn or LIC/Queens) for curbside delivery on early Sunday morning.,
,
When replying, let me know when and where you can meet, and include your contact #.,
,
Post will be taken down once sold.,
,
,
    ","https://images.craigslist.org/00202_80mGwqWC9kh_600x450.jpg,https://images.craigslist.org/00B0B_3XDjW5JAAVZ_600x450.jpg",USA Pan Muffin/Cupcake Pans/Tins (2) - New/Unused,,2018-12-17 11:15,,https://newyork.craigslist.org/wch/hsh/d/usa-pan-muffin-cupcake-pans/6772518956.html
"
        ,
Hand painted table    ","https://images.craigslist.org/00k0k_fbOzHmazz85_600x450.jpg,https://images.craigslist.org/00B0B_9LRzcrL0Uo8_600x450.jpg,https://images.craigslist.org/00Q0Q_5YYFKo5qguO_600x450.jpg,https://images.craigslist.org/00c0c_jqv40J1tBOD_600x450.jpg",Hand painted table,,2018-12-17 11:15,,https://newyork.craigslist.org/lgi/fuo/d/hand-painted-table/6774656438.html
"
        ,
From Williams-Sonoma (price stickers still on bottoms.) Made by Apilco in France of high-quality porcelain.,
,
Medium - No 3: 4 1/2"" diam., 2"" high, 11.8 oz. cap. - Set of 4 for $45,
,
https://www.williams-sonoma.com/products/apilco-souffle/?pkey=ctabletop-promo-french-porcelain&isx=0.0.11433,
,
Can also used for individual flans, molten chocolate cakes, pot pies, creme brûlées, cheesecakes, fruit crumbles or to hold/display fruit or condiments.,
,
Please note that I can only meet up in Manhattan's Eastside, Downtown Manhattan/Brooklyn, Greenpoint or LIC on early Sunday mornings. When replying, let me know when and where you can pick up, and include your phone #.,
,
I'll update my post once sold. Thanks.    ","https://images.craigslist.org/00J0J_4ajFSpGHYVW_600x450.jpg,https://images.craigslist.org/00a0a_1slUrHAaFaa_600x450.jpg",Apilco Souffle' Dishes/Ramekins - New/Unused,,2018-12-17 11:15,,https://newyork.craigslist.org/wch/hsh/d/apilco-souffle-dishes/6772519244.html
"
        ,
$79 at Crate & Kids (Crate & Barrel),
,
https://www.crateandbarrel.com/flying-elephants-mobile/s148528,
,
    ","https://images.craigslist.org/00B0B_hQgLiRMXDjb_600x450.jpg,https://images.craigslist.org/00l0l_jLSpDXqk2GC_600x450.jpg",Flying Elephants Crib Mobile,Crate & Kids,2018-12-17 11:15,Crate & Kids,https://newyork.craigslist.org/mnh/bab/d/flying-elephants-crib-mobile/6766080428.html
"
        ,
This is a brand new, never worn Limited Edition Golden Jelly by Swatch. I have collected Swatches and am now selling the best.,
,
I have kept this watch in its original box safely stored. ,
,
*Band is perfectly clear with no yellowing.,
,
The watch works perfectly and it has a brand new battery put in by the Swatch store at Grand Central Terminal. The wonderful part about having a Swatch is that they will always replace your Swatch battery for free! ,
,
If you have any questions please write. I can be available to show this watch in my lobby most weekdays with advance notice.,
,
$70 (Cash only please, No tax)    ","https://images.craigslist.org/00000_9zLc01qUEAL_600x450.jpg,https://images.craigslist.org/00k0k_jMCsK8YVbUj_600x450.jpg,https://images.craigslist.org/00404_1SFsT4fozAR_600x450.jpg,https://images.craigslist.org/00l0l_4Oh85pfG8fW_600x450.jpg,https://images.craigslist.org/00t0t_1B5DveOyfY5_600x450.jpg","*New* Swatch ""Golden Jelly"" Limited Edition",Swatch,2018-12-17 11:15,Swatch,https://newyork.craigslist.org/mnh/clt/d/new-swatch-golden-jelly/6764870395.html
"
        ,
Orig: $95 shipped. Selling both as a set for $60 firm.  Cargo basket is for the Pro models. Both are new in the box.,
,
https://shop.urb-e.com/collections/urb-e-accessories/products/urb-e-basket,
https://shop.urb-e.com/collections/urb-e-accessories/products/urb-e-front-light-led,
,
Please note that I can only meet up in NYC (Eastside/Downtown Manhattan, Downtown/Greenpoint, Brooklyn or LIC/Queens) on early Sunday morning.  Preference for pickup in Peekskill or LES/Chinatown, Manhattan.  $10 extra if I have to go to an outer borough.,
,
When replying, let me know when and where you can meet, and include your contact #.    ",,Urb-E Scooter Cargo Basket and LED Headlight - New/Unused,,2018-12-17 11:15,,https://newyork.craigslist.org/wch/for/d/urb-scooter-cargo-basket-and/6774656488.html
"
        ,
=======================================,
=== PRICES ARE DISCOUNTED EVERYDAY! ===,
=======================================,
CHECK AVAILABILITY & LIVE PRICE AT:,
https://furnishare.com/dune-dune-le-mans-blue-and-wood-sideboard-cabinet-with-extendable-desk/,
,
-Made by Dune,
-Excellent condition,
-Staff favorite,
-Lightly scratched: In a few areas,
-Measurement when extended: W-100"",
,
FURNISHARE.COM,
We are an online reseller called Furnishare. We pick up brand name and antique furniture in great shape, professionally clean and re-sell.,
,
PHOTOGRAPHS,
These are not stock photos. We take all photos and make sure to capture any imperfections we find. View them in high resolution and zoom in for finer details on our site.,
,
DELIVERY,
We provide white glove delivery 7 days a week to all of New York City, as well as parts of Yonkers, Mt Vernon and New Jersey. Depending on your location, the delivery fee is a flat rate of $99 (FREE over $750), $149 (FREE over $1,000) or $189 (FREE over $1,000) for the entire order. We are insured and can provide COIs.,
,
LOCAL PICKUP,
Free local pickups are available 7 days a week 9 AM to 5 PM EST from our warehouse in North Bergen, NJ. Just select ""Local Pickup"" for delivery options in checkout.,
LONG DISTANCE SHIPPING,
We do not currently offer shipping, however, we have customers who arrange their shippers to pick up from our warehouse. If you would like to do this, you can contact us at 646-844-8585.,
,
RETURNS,
If you want to return items for any reason, just reject them during delivery and we will refund your payment less a $25 per piece restocking fee. Delivery fees are non-refundable.,
,
ORIGINAL PRICE: 7500,
BRAND: Dune,
DIMENSIONS: 60 W x 24 D x 28 H inches,
PRODUCT LABEL: 48238,
Contact us if you have questions. Price is firm. Cash not accepted. Thank you.,
,
Tags: dune, cabinets & sideboards, 4.8238, storage, tables, excellent, used, furniture, second hand, home office desks, light blue and brown, gently used,
,
We also have:,
Headboards, Mirrors, Rugs, Sectionals, Wardrobes & Armoires, Dinner Tables, Home Office Desks, Bed Frames, End Tables, Dressers.    ","https://images.craigslist.org/00P0P_44qYa0eCUqJ_600x450.jpg,https://images.craigslist.org/01010_btzaIEskHWB_600x450.jpg,https://images.craigslist.org/00i0i_6ZUsvYQqPMo_600x450.jpg,https://images.craigslist.org/00707_36juhUhJS15_600x450.jpg,https://images.craigslist.org/00A0A_i3JA4zZvTDk_600x450.jpg,https://images.craigslist.org/01313_6TWe1AgcYpe_600x450.jpg,https://images.craigslist.org/00c0c_hsCqoERMbhN_600x450.jpg,https://images.craigslist.org/00X0X_6z7Cc2zan4Q_600x450.jpg",Dune Le Mans Blue and Wood Sideboard Cabinet with Extendable Desk (Was,Office Desk,2018-12-17 11:15,Office Desk,https://newyork.craigslist.org/mnh/fud/d/dune-le-mans-blue-and-wood/6774660641.html
"
        ,
Arlo - Pro 2 Indoor/Outdoor 1080p Wi-Fi Wire-Free Security Camera - White,
,
                         (PRICE $$$  NOT NEGOTIABLE ***	),
,
BRAND NEW. Never been used. Never been opened,
 ,
What's Included,
,
•1080p HD Camera with Audio,
•Magnetic camera mount,
•Mounting screw,
•Quick Start Guide,
    ","https://images.craigslist.org/00G0G_5HScYmbOmKT_600x450.jpg,https://images.craigslist.org/00E0E_kl7pmAgbfHH_600x450.jpg,https://images.craigslist.org/00f0f_c52lxqeV8EF_600x450.jpg",Arlo  Pro 2 Indoor/Outdoor 1080p Wi-Fi Wire-Free Security Camera - Wh,NETGEAR,2018-12-17 11:15,NETGEAR,https://newyork.craigslist.org/que/ele/d/arlo-pro-2-indoor-outdoor/6766028806.html
"
        ,
Item  : Sunshine Rock face,
Size : 10"" x 2""  x  3/4""thick.,
Price : $6.99 per sqf    ",,sunshine Rock face Natural stone,Europe,2018-12-17 11:15,Europe,https://newyork.craigslist.org/brk/mat/d/sunshine-rock-face-natural/6764008492.html
"
        ,
Chicago Metallic brand. Made in USA and owned by The Bundy Family Company that supplies bakeware to commercial bakeries.  Commercial quality; has reinforced bottom that regular baguette pans do not.,
,
Overall measurements: 25 15/16"" x 17 15/16"" with 4"" wells.  Will only fit professional/commercials ovens.  You can proof and bake up to 5 loafs in this perforate pan without using a couche.,
,
Please note that I can only meet up in NYC (Eastside/Downtown Manhattan, Downtown/Greenpoint, Brooklyn or LIC/Queens) for curbside delivery on early Sunday morning.,
,
When replying, let me know when and where you can meet, and include your contact #.,
,
Post will be taken down once sold.    ","https://images.craigslist.org/00Z0Z_788RkuGFw83_600x450.jpg,https://images.craigslist.org/00B0B_6Pm7INGCewc_600x450.jpg,https://images.craigslist.org/01717_k6XmbInBvr0_600x450.jpg",Commercial grade Baguette/French loaf pan - New/Unused,,2018-12-17 11:15,,https://newyork.craigslist.org/wch/hsh/d/commercial-grade-baguette/6772519511.html
"
        ,
Come have your child's hair styled with us.  We work well with all hair textures.,
,
We offer the following services,
,
Wash and Set ,
Haircut ,
Cornrow ,
Box Braids ,
Twists ,
Ponytail Weave ,
Large Feed In Braid,
    ","https://images.craigslist.org/00505_aKmvX6nm33q_600x450.jpg,https://images.craigslist.org/00m0m_h1Twg6lzJIi_600x450.jpg,https://images.craigslist.org/00Z0Z_1VIhn8QadVO_600x450.jpg,https://images.craigslist.org/00N0N_hg9fgZHDxp2_600x450.jpg,https://images.craigslist.org/01313_ack7TCUv3Th_600x450.jpg,https://images.craigslist.org/00d0d_4IAbYLOnqcM_600x450.jpg,https://images.craigslist.org/00D0D_7MdldYfIxzt_600x450.jpg,https://images.craigslist.org/01616_6dIKpbzFub5_600x450.jpg,https://images.craigslist.org/00A0A_dLWzdnhZMYi_600x450.jpg","Kids Box Braids, Cornrows, Twists, Ponytail, Haircut",,2018-12-17 11:15,,https://newyork.craigslist.org/que/bab/d/kids-box-braids-cornrows/6768363656.html
"
        ,
Great, solid steel frame and glass top desk. Also has an attached drawer and a wire/cable organizer box attached behind the desk. Desk has been lightly used ,
,
Dimensions: ,
W: 47 1/2',
H: 29 1/2',
D: 24' (3 1/2' wire organizer),
D: With Drawer Open -- 39 1/2''    ","https://images.craigslist.org/00202_bZn5qpRgzcr_600x450.jpg,https://images.craigslist.org/01717_bY2V3Ehpdj3_600x450.jpg",Glass Top Office Desk w/ Drawer (NYC Local Pick Up Only),47.5x24x29.5,2018-12-17 11:15,47.5x24x29.5,https://newyork.craigslist.org/mnh/fuo/d/glass-top-office-desk-drawer/6774656515.html
"
        ,
Exquisite 1976 lithograph by noted Belgian surrealist Josiane De Cock (born 1934). This 1976 artist's proof was deaccessioned from The Aviva and Jacob Baal-Teshuva Collection, and bears a hand-written inscription by the artist to Jacob and Aviva. In exceptional condition. Signed and dated by the artist. Fully framed and double-matted. Overall dimensions: 31"" x 23"".    ","https://images.craigslist.org/00L0L_iGBZ6UKCpFy_600x450.jpg,https://images.craigslist.org/00F0F_3o9QvSIWV8m_600x450.jpg,https://images.craigslist.org/00000_kg7G7e2fLsN_600x450.jpg,https://images.craigslist.org/00p0p_7rbbjBPXoWG_600x450.jpg,https://images.craigslist.org/00202_gqvDoo1DIR2_600x450.jpg,https://images.craigslist.org/00T0T_5gSB9rmiLqV_600x450.jpg,https://images.craigslist.org/00L0L_jofPWzNQAYu_600x450.jpg","REDUCED! SIGNED, FRAMED 1976 SURREALIST LITHOGRAPH by Josianne De Cock",,2018-12-17 11:15,,https://newyork.craigslist.org/mnh/art/d/reduced-signed-framed-1976/6759176960.html
"
        ,
******IN STOCK AND READY TO GO!!!******,
,
8.5X20 CONCESSION TRAILER,
,
CALL or TEXT TODAY 770-383-1689,
BASIC CONCESSION SHELL COMES WITH THE FOLLOWING FEATURES,
,
SALE PRICE $7950,
,
7' INTERIOR HEIGHT,
3X6 CONCESSION COMBO (windows & screens),
5200 LB TANDEM AXLES (also available with 3500 lb. axles) ,
,
,
call for pricing (concession as pictured) ,
,
ready to go packages with the following features:,
,
10' vent hood,
a/c,
mill finished walls and ceiling,
deluxe sink package,
electric package,
100 # propane package,
rtp flooring,
3x5 concession combo,
( many more options available) ,
,
,
,
,
CALL TODAY @ 770-383-1689 ,
LET US CUSTOMIZE A TRAILER FOR YOU TODAY! ,
,
WOW CARGO TRAILERS. LOCATED IN THE CENTRAL GA. WE DEAL WITH SOME OF THE BEST MANUFACTURERS IN THE INDUSTRY TO PROVIDE HIGH QUALITY TRAILERS AT GREAT PRICES. ,
WE HAVE MORE STOCK TRAILERS IN OUR INVENTORY THAN ANYONE IN THE BUSINESS. OVER 200 IN STOCK. NEW TRAILERS ARRIVING DAILY. IF WE DON'T HAVE WHAT YOU NEED IN STOCK, WE CAN BUILD IT FOR YOU. TONS OF OPTIONS AND ADD-ONS. ,
,
MANY MORE SIZES AVAILABLE. RACE READY PACKAGES, MOTORCYCLE PACKAGES, BBQ, CONCESSION TRAILERS, HYBRIDS AND MORE. ,
,
RACE CAR TRAILER, STOCK TRAILER, TRAILER, TRAILER AXLE, TRAILER FOR SALE, trailer hitch, trailer light, trailer light, trailer rental, trailer sales, trailers, trailers for sale, used enclosed cargo trailer, Used Horse Trailer, trailer for sale, equipment trailer, trailers for saleCar hauler, Car trailer, car trailers, car trailers used Cargo trailer, cargo trailers, cargo trailers, used Dump, trailer enclosed , cargo trailer, Enclosed trailer, Flatbed trailer, gooseneck trailer, Horse trailer, Livestock Trailer, Motorcycle Trailer Enclosed** Trailer** Cargo** Trailer** Dump** Trailer** Utility** Trailer** Used Horse Trailer, used trailers, Utility trailer, used utility trailer trailers, Dump Trailer, Tugger, Utility Trailer, Farm & Garden, Horse Trailer, Max, Cargo Trailer, Lamar, Diamond C, North Texas, Tilt Trailer, Oklahoma Trailer, Load Trailer, Phil's, Roofing Trailer, Texas Pride, Trailer Parts, Sales, C&M, Cody Trailers, Trailer Sales, Uhaul, I-35, Texas Steel, Maxey, Trailer Specialist, Landscape Trailer, Hot Shot, Livestock, Trade, 380 Trailer, Hay Hauling, Texas, Trailer World, TNT, WW, Construction Load, Texas Bragg, LSC, Aubrey Trailer, Tractors, Sparks, Texoma, Trailers, TTR, Prime, Wyatt, Tiger, Trailer Guy's, Red River,Car trailer, trailer, dump_ trailers for sale, utility trailer, enclosed cargo trailer, top hat, landscape trailer, used trailer, Big Tex, north Texas trailers, I35 trailers, Texas pride,Waco, flatbed trailers, utility trailers, atv trailers, equipment trailers, diamond c, parts, gooseneck, tandem axle, enclosed, wells cargo, lark, haulmark, cargomate, continental cargo, Dump_ Trailer_ cargo, enclosed, utility, motorcycle, car hauler, C & S, Texas, Trailernut, trailer man.Steel Trailer, Dump Trailer, Landscape Trailer, Tilt_, Tilt Trailer, Torsion Axles, Spring Axle, Covered Trailer, Interstate Trailer Carry On Trailer, Side load, Trailers, H&H, Arizona Trailers_, Pace American, Utility_ Trailer_, Car Hauler, Enclosed, Cargo, Equipment Trailer, Big_ Tex_, ATV, Car Tote,LSC, Car_ Hauler_ Trailer_ Carrier, enclosed_ trailer_ Diamond C, Parker Performance, Load Trail, PJ Trailer, Gooseneck_ Trailer_, heavy and light equipment_ trailer_, trash, flatbed utility, cargo, construction, lowboy, landscape, bumper pull, enclosed, haz-mat, hurricane cleanup, dump, pre-owned trailers, used trailers, big tex gooseneck trailer single_ axle_ trailer_ gooseneck trailer flatbed trailer , hefty trailers maxey gooseneck trailers texas bragg texas pride performance gooseneck trailer legend trailers remolque de ganso low trail trailer trailers; dump trailers a; bumper_ pull_ trailer_ deckover tandem dualÃ¢Â€Â¨,Landscape Trailer, used enclosed cargo trailer, Aluminum Trailer, Trailer Sales, ATV trailer, Utility trailer, open trailers, Roofing Trailer, Dump Trailer, Trailer Parts, Tilt Trailer, gooseneck trailer, Motorcycle Trailer, heavy and light equipment trailers, car trailers, Side load trailer, dump trailer for    ","https://images.craigslist.org/00o0o_lTVWOvgOdxJ_600x450.jpg,https://images.craigslist.org/00T0T_kg2PmFnUfbI_600x450.jpg,https://images.craigslist.org/00l0l_kxuySxNm8Q5_600x450.jpg,https://images.craigslist.org/00A0A_jqkPw1jeppX_600x450.jpg,https://images.craigslist.org/00Z0Z_kimXTFkjqIJ_600x450.jpg,https://images.craigslist.org/00V0V_gM8m6J8JFSw_600x450.jpg,https://images.craigslist.org/00303_16MzpBJu6LZ_600x450.jpg,https://images.craigslist.org/00L0L_ejKmLQEyji4_600x450.jpg,https://images.craigslist.org/00101_gPhAC53m3nY_600x450.jpg,https://images.craigslist.org/00B0B_bbq48dd1Z8w_600x450.jpg,https://images.craigslist.org/00606_880awRhO2EH_600x450.jpg,https://images.craigslist.org/00S0S_aMBJXqbhnlV_600x450.jpg,https://images.craigslist.org/00u0u_22KVUn9D6u6_600x450.jpg,https://images.craigslist.org/01616_1K7BcDnAtFY_600x450.jpg,https://images.craigslist.org/00r0r_kZnTF1JgDAd_600x450.jpg,https://images.craigslist.org/00P0P_2UFtLtf2oUl_600x450.jpg,https://images.craigslist.org/00G0G_1p8u6yzYzoi_600x450.jpg,https://images.craigslist.org/00U0U_jBOzbZAhhB4_600x450.jpg,https://images.craigslist.org/00D0D_hPU47O47BW5_600x450.jpg,https://images.craigslist.org/00C0C_hnPoaq2Xepb_600x450.jpg,https://images.craigslist.org/00P0P_c7d2JJXBiKV_600x450.jpg,https://images.craigslist.org/00G0G_gk9ZyajiYxQ_600x450.jpg,https://images.craigslist.org/00X0X_2q7p0qH7sRo_600x450.jpg,https://images.craigslist.org/00505_Ei5A6WsWmC_600x450.jpg",8.5X20 CONCESSION TRAILER - CALL/TEXT 770-383-1689! IN STOCK!!!!,,2018-12-17 11:15,,https://newyork.craigslist.org/mnh/trb/d/85x20-concession-trailer-call/6774660699.html
"
        ,
Affordable piano mover available call 5one6-75four-27six5 Jerry.    ",,Piano Mover,,2018-12-17 11:16,,https://newyork.craigslist.org/lgi/msg/d/piano-mover/6774633518.html
"
        ,
Cash Only,
,
Serious Inquiries Only    ",,Patrizia Pepe Blue Paid Shirt,,2018-12-17 11:17,,https://newyork.craigslist.org/mnh/clo/d/patrizia-pepe-blue-paid-shirt/6757879365.html
"
        ,
W31 H32,
,
Retails for $399,
,
Serious Inquiries ONLY,
,
Thanks    ","https://images.craigslist.org/00f0f_ledMRZdv2r7_600x450.jpg,https://images.craigslist.org/00u0u_h2oHX7pxS4k_600x450.jpg,https://images.craigslist.org/00V0V_cgu3whCHzrQ_600x450.jpg,https://images.craigslist.org/00a0a_97TJbuUt1Fd_600x450.jpg",'Just Cavalli' Dark Blue Slim Fit Jeans,Just Cavalli,2018-12-17 11:16,Just Cavalli,https://newyork.craigslist.org/mnh/clo/d/just-cavalli-dark-blue-slim/6753661322.html
"
        ,
Emperador Light 12x12 Polished Marble Tile,
very good price for only $4.99    ",,Imprador Light Tile 12x12,spain,2018-12-17 11:15,spain,https://newyork.craigslist.org/brk/mat/d/imprador-light-tile-12x12/6764378495.html
"
        ,
SELLING LIKE NEW  ETHAN ALLEN QUEEN HEADBOARD AND  BED FRAME.,
ASKING 500.00,
PLEASE CONTACT ,
WALTER,
 ,
    ","https://images.craigslist.org/00U0U_91GZiUp6V0N_600x450.jpg,https://images.craigslist.org/00S0S_2gFeEWrK1Oa_600x450.jpg,https://images.craigslist.org/01414_9E8tDdPSEbX_600x450.jpg,https://images.craigslist.org/01313_cLEtiJsxxUY_600x450.jpg,https://images.craigslist.org/00z0z_lEkdvWPTS2n_600x450.jpg",Allison Queen Headboard By: ETHAN ALLEN,Alison,2018-12-17 11:17,Alison,https://newyork.craigslist.org/que/fuo/d/allison-queen-headboard-by/6774658103.html
"
        ,
Selling a brand new Milwaukee hammer drills (tool only, no battery). Model # 2706-20, this is the fuel brushless version from milwaukee and is simply the best in the market. Comes with wireless/bluetooth capabilities. Home depot has this for over $200 each, see below link. I am asking $120. Again, the drill is brand new and never used. Feel free to inspect the tool before buying.,
,
More info from the website:,
POWERSTATE brushless motor delivers 1,200 in. lbs. of peak torque and up to 2,000 RPM for faster drilling speeds,
REDLINK PLUS intelligence prevents damage to the tool and battery due to overloading or overheating,
REDLITHIUM batteries deliver more work per charge and more work over the life of the battery,
ONE-KEY enabled: allows unlimited customization and control of output speed and power,
Easily toggle between up to 4 custom performance profiles that can be saved to the memory of the tool,
Compatible with all M18 batteries and M18 chargers,
Included: (1) 2706-20 1/2 in. hammer drill, (1) belt clip, (1) bit holder, side handle,
,
,
https://www.homedepot.com/p/Milwaukee-M18-FUEL-ONE-KEY-18-Volt-Lithium-Ion-Brushless-Cordless-1-2-in-Hammer-Drill-Driver-Tool-Only-2706-20/206677889    ","https://images.craigslist.org/00u0u_k9RWJgb2GFY_600x450.jpg,https://images.craigslist.org/00y0y_5WQy8HbF7CW_600x450.jpg,https://images.craigslist.org/00101_16SysVcrdpe_600x450.jpg,https://images.craigslist.org/00b0b_6HVtXxUMSO5_600x450.jpg,https://images.craigslist.org/00F0F_gNO7l2VR3v7_600x450.jpg,https://images.craigslist.org/00x0x_lNxxFgWcNPH_600x450.jpg,https://images.craigslist.org/00M0M_dGhMjUCCxAX_600x450.jpg,https://images.craigslist.org/00D0D_9G4Iirfn8Mt_600x450.jpg",Milwaukee M18 Cordless Brushless 1/2 in. Hammer Drill/Drill,,2018-12-17 11:15,,https://newyork.craigslist.org/wch/tls/d/milwaukee-m18-cordless/6763853453.html
"
        ,
MAN MANNIQUIN---5'-6""=40""waist-15"" shoe-$300.0==============,
===============================================,
3 large designer vases-$500.00 each or all three for $ $1500.00,
==================================================,
CUPID VINTAGE LAMPS=$300.00,
====================================,
VINTAGE REAL WOOD DOUBLE BED FRAME==$300.00,
,
-----------------------------------,
KENWOOD RECEIVER $300.00-KR--MODEL 4600,
==========================================,
JEWELRY BOXES---$60.00-$175.00,
=======================================,
2 RED WOOD VASES WOOD- $100.,
==========================================================,
JVC SEA CONTROL SYSTEM-pair $150.00 for pair,
---------------------------------------------------------------,
BROWNIE CAMERA---$75.00,
===================================================,
nirror 16"" x 48""-$25.00,
========================================================,
===TEAC--$150,0-0,
,
,
    ","https://images.craigslist.org/00101_lyjyZVYBfCN_600x450.jpg,https://images.craigslist.org/00o0o_2yHQcfjP0dX_600x450.jpg,https://images.craigslist.org/00l0l_1Eke3b8jULO_600x450.jpg,https://images.craigslist.org/00l0l_9jAW90cekac_600x450.jpg,https://images.craigslist.org/00G0G_3u8sAqO5Pp8_600x450.jpg,https://images.craigslist.org/00909_4GxhNPKJ4u6_600x450.jpg,https://images.craigslist.org/00M0M_32p3HQ5XlvX_600x450.jpg,https://images.craigslist.org/00p0p_hxlS9usQWUe_600x450.jpg,https://images.craigslist.org/00I0I_iqg2YaAyYpv_600x450.jpg,https://images.craigslist.org/00M0M_8umTECutdS7_600x450.jpg,https://images.craigslist.org/00l0l_1Eke3b8jULO_600x450.jpg,https://images.craigslist.org/00303_5GjIh5aCSeq_600x450.jpg,https://images.craigslist.org/01212_jWIk0IVgnFI_600x450.jpg,https://images.craigslist.org/00C0C_8MnnbJBGd8_600x450.jpg,https://images.craigslist.org/01212_gE73skXSOsS_600x450.jpg,https://images.craigslist.org/00M0M_gysP1PEbxqH_600x450.jpg,https://images.craigslist.org/00q0q_6G642rh6ywa_600x450.jpg,https://images.craigslist.org/00303_eNLlfzy0hbm_600x450.jpg,https://images.craigslist.org/00o0o_hTLute9fYUI_600x450.jpg,https://images.craigslist.org/00X0X_eJ1CjWkzMME_600x450.jpg,https://images.craigslist.org/00c0c_32xosc2j3NE_600x450.jpg,https://images.craigslist.org/00w0w_8vkXeV6EtCX_600x450.jpg,https://images.craigslist.org/00J0J_1DMvPzmdivO_600x450.jpg,https://images.craigslist.org/01515_e4hkgBQm7WJ_600x450.jpg",candelabras-vintage,,2018-12-17 11:15,,https://newyork.craigslist.org/mnh/clt/d/candelabras-vintage/6773139542.html
"
        ,
Assorted Used VHS Tapes. Each one has been viewed only a few times. Each one is $5.00. You can buy 1 or many. These are in the original Clamshell Case. They have been stored in a smoke free/pet free home. I will ship out to the buyer if they desire but you must pay the shipping cost. If buy several, will make a deal    ","https://images.craigslist.org/00n0n_k3XLVBc0VYQ_600x450.jpg,https://images.craigslist.org/00L0L_3EkpZwYGFJf_600x450.jpg,https://images.craigslist.org/00I0I_3Mp02gLlzCz_600x450.jpg,https://images.craigslist.org/00c0c_hGxAhIibiMx_600x450.jpg,https://images.craigslist.org/00t0t_XKm0pWpnZl_600x450.jpg,https://images.craigslist.org/00e0e_50HjNWCRJqc_600x450.jpg,https://images.craigslist.org/00808_eL9pcTY7Fm4_600x450.jpg,https://images.craigslist.org/00B0B_5ATQMqbRAsU_600x450.jpg,https://images.craigslist.org/01515_i5g1FSt9KbB_600x450.jpg,https://images.craigslist.org/00i0i_hWvUdKKDN8v_600x450.jpg,https://images.craigslist.org/00G0G_8sAzFgqE2M7_600x450.jpg,https://images.craigslist.org/01414_cafzdFizRsl_600x450.jpg,https://images.craigslist.org/00505_ihx8pWxpF98_600x450.jpg,https://images.craigslist.org/01717_55egoY2KJTj_600x450.jpg,https://images.craigslist.org/00303_aGPqUXbXEc8_600x450.jpg,https://images.craigslist.org/00z0z_gvXK69LUU3W_600x450.jpg,https://images.craigslist.org/00h0h_1vfYoad11Gq_600x450.jpg,https://images.craigslist.org/01717_9gQdzGqvkIc_600x450.jpg",Assorted VHS Tapes of Great Movies,vhs,2018-12-17 11:15,vhs,https://newyork.craigslist.org/lgi/emd/d/assorted-vhs-tapes-of-great/6774656548.html
"
        ,
Come have a Quick Weave or ATL Weave done with leave out for only $60. Come in and get cornrows with 1.5"",
parting for $60. This special is available WEDNESDAYS ONLY.,
,
You need to bring 2 packs of hair (expressions for braids) for either style.,
,
,
Some of the other services I offer include:,
,
Wash - n - Set,
Extensions,
Microlinks,
Short Hair Cut Weaves,
Braid-less Weaves,
Partial Weaves,
Hand made closures and Lace Closure,
Senegalese Twists,
Locs,
Spring Twists,
Lace Wig Application,
Goddess Braids,
Crochet Braids,
Ghana Braids,
Flat Twists,
Individual Braids, all Sizes,
,
MAKE YOUR APPOINTMENT NOW,
,
5*1*6 - 2*8*0 - 0*6*0*6    ","https://images.craigslist.org/00909_lQ9R5fCbyQD_600x450.jpg,https://images.craigslist.org/00V0V_7Qv7OB9Lk2N_600x450.jpg,https://images.craigslist.org/00h0h_9LHtTAMRpW2_600x450.jpg,https://images.craigslist.org/00v0v_3pyofg7K7os_600x450.jpg,https://images.craigslist.org/00n0n_izFFzWqCvEf_600x450.jpg,https://images.craigslist.org/00707_judWZy0SbGl_600x450.jpg,https://images.craigslist.org/00Y0Y_19l3rXg9pZ2_600x450.jpg,https://images.craigslist.org/00W0W_kTB8yj07KdD_600x450.jpg,https://images.craigslist.org/00c0c_g8RoUhRlsms_600x450.jpg,https://images.craigslist.org/00n0n_ixecwmlEHnT_600x450.jpg",WEAVE AND BRAIDS WEDNESDAY  -----  WEDNESDAYS ONLY,,2018-12-17 11:17,,https://newyork.craigslist.org/que/hab/d/weave-and-braids-wednesday/6768363476.html
